name,comment,time,image
,,,
Scott Hall,"Hai Grab.. Boleh saya berbahasa Melayu di sini? Ok ini luahan hati saya. Hari ini sahaja saya dah kena FFK dengan rider 4x.. Dengan layan jem nak ambik diorang tapi bila dah sampai diorang cancel.. Dah banyak kali jadi, dan saya pernah report kes ni …See more Hai Grab.. Boleh saya berbahasa Melayu di sini? Ok ini luahan hati saya. Hari ini sahaja saya dah kena FFK dengan rider 4x.. Dengan layan jem nak ambik diorang tapi bila dah sampai diorang cancel.. Dah banyak kali jadi, dan saya pernah report kes ni …See more Hai Grab.. Boleh saya berbahasa Melayu di sini? Ok ini luahan hati saya. Hari ini sahaja saya dah kena FFK dengan rider 4x.. Dengan layan jem nak ambik diorang tapi bila dah sampai diorang cancel.. Dah banyak kali jadi, dan saya pernah report kes ni Hai Grab.. Boleh saya berbahasa Melayu di sini? Ok ini luahan hati saya. Hari ini sahaja saya dah kena FFK dengan rider 4x.. Dengan layan jem nak ambik diorang tapi bila dah sampai diorang cancel.. Dah banyak kali jadi, dan saya pernah report kes ni … 2 2  2 · Like · ·",1531828947,
Mawar Abdullah,Hello Grab...My mom ride on Grab with driver Hanif this morning. Accidentally dropped her gold chain in the car. We contacted Grab and driver Hanif immediately & its amazing to see the response from you guys! Driver Hanif sent the chain back to us. It's such a good experience with Grab alongside with honest & responsible drivers. Thanks Grab & driver Hanif! Hello Grab...My mom ride on Grab with driver Hanif this morning. Accidentally dropped her gold chain in the car. We contacted Grab and driver Hanif immediately & its amazing to see the response from you guys! Driver Hanif sent the chain back to us. It's such a good experience with Grab alongside with honest & responsible drivers. Thanks Grab & driver Hanif! Hello Grab...My mom ride on Grab with driver Hanif this morning. Accidentally dropped her gold chain in the car. We contacted Grab and driver Hanif immediately & its amazing to see the response from you guys! Driver Hanif sent the chain back to us. It's such a good experience with Grab alongside with honest & responsible drivers. Thanks Grab & driver Hanif! 13 13   13 · Like · ·,1531383353,
Grab,Author  Hi Mawar. Kindly PM us with your contact number in and relevant booking ID order for us to assist you accordingly. Thank you. Hi Mawar. Kindly PM us with your contact number in and relevant booking ID order for us to assist you accordingly. Thank you. Hi Mawar. Kindly PM us with your contact number in and relevant booking ID order for us to assist you accordingly. Thank you. · Like · ·,1531384044,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Samantha Fong,"Hi Grab, the customer is actually complimenting your Grab driver (aka giving a compliment) and you ask her to PM you with details.  Did you even read properly before replying?  GrabMawar Abdullah funny la Grab reply 😂 Hi Grab, the customer is actually complimenting your Grab driver (aka giving a compliment) and you ask her to PM you with details.  Did you even read properly before replying?  GrabMawar Abdullah funny la Grab reply 😂 Hi Grab, the customer is actually complimenting your Grab driver (aka giving a compliment) and you ask her to PM you with details. Did you even read properly before replying? funny la Grab reply 😂 😂 😂 6 6   6 · Like · · ·",1531384427,
Mawar Abdullah,"Haha... Hello Grab, do u even read my comment? Aiyoyooooo..... Haha... Hello Grab, do u even read my comment? Aiyoyooooo..... Haha... Hello Grab, do u even read my comment? Aiyoyooooo..... 4 4   4 · Like · ·",1531384505,
Samantha Fong,Mawar Abdullah Obviously didn’t! Mawar Abdullah Obviously didn’t! Obviously didn’t! · Like · ·,1531384534,
Grab,"Author  Hi Mawar, greetings from Grab and yes we do read the comments and would like to convey the compliment to our driver. In order for us to do that we would need to have the booking ID so that we may channel the compliment accordingly. Hi Mawar, greetings from Grab and yes we do read the comments and would like to convey the compliment to our driver. In order for us to do that we would need to have the booking ID so that we may channel the compliment accordingly. Hi Mawar, greetings from Grab and yes we do read the comments and would like to convey the compliment to our driver. In order for us to do that we would need to have the booking ID so that we may channel the compliment accordingly. · Like · ·",1531386956,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Rush Rashid,Hahaha.. Maybe the answer is computer generated Hahaha.. Maybe the answer is computer generated Hahaha.. Maybe the answer is computer generated 2 2  2 · Like · ·,1531397947,
Kason Lim Ja Shen,"Hi Grab,Pls check your pm tq Hi Grab,Pls check your pm tq Hi , Pls check your pm tq · Like · ·",1531729125,
Aaron De,"It is good u met this kind of good driver.If you are unlucky,you will meet ""drama driver"" who learns from neymar.""Very far.""…See more It is good u met this kind of good driver.If you are unlucky,you will meet ""drama driver"" who learns from neymar.""Very far.""…See more It is good u met this kind of good driver.If you are unlucky,you will meet ""drama driver"" who learns from neymar.""Very far."" It is good u met this kind of good driver. If you are unlucky,you will meet ""drama driver"" who learns from neymar. ""Very far."" … · Like · ·",1531756294,
,,,
Jennifer Gomez,What's the point of having this when we deduct straight from our debit or credit card. It's still cashless for us. Top up mean Grab is being paid first before any job done. What's the point of having this when we deduct straight from our debit or credit card. It's still cashless for us. Top up mean Grab is being paid first before any job done. What's the point of having this when we deduct straight from our debit or credit card. It's still cashless for us. Top up mean Grab is being paid first before any job done. 13 13  13 · Like · ·,1530797837,
Rosh Low,"Yes , u are rite, u speak on behalf of so many like me. Why made em richer in advance Yes , u are rite, u speak on behalf of so many like me. Why made em richer in advance Yes , u are rite, u speak on behalf of so many like me. Why made em richer in advance 1 1  1 · Like · ·",1530800438,
Arase Sathivel,Grab can earn overnight interest like crazy! Grab can earn overnight interest like crazy! Grab can earn overnight interest like crazy! 2 2  2 · Like · ·,1530816151,
Jennifer Gomez,Arase Sathivel precisely. Beside the reason behind the GrabPay is that it want to be like AliPay where it has now become like a bank where user transfer money to AliPay and shop worldwide. My question is Grab does not have the global presence like AliPay and I have nothing to pay but the fee for Grab and probably paying for Grabfood which I don't use at all. So how does it actually benefit me? Arase Sathivel precisely. Beside the reason behind the GrabPay is that it want to be like AliPay where it has now become like a bank where user transfer money to AliPay and shop worldwide. My question is Grab does not have the global presence like AliPay and I have nothing to pay but the fee for Grab and probably paying for Grabfood which I don't use at all. So how does it actually benefit me? Arase Sathivel precisely. Beside the reason behind the GrabPay is that it want to be like AliPay where it has now become like a bank where user transfer money to AliPay and shop worldwide. My question is Grab does not have the global presence like AliPay and I have nothing to pay but the fee for Grab and probably paying for Grabfood which I don't use at all. So how does it actually benefit me? 5 5  5 · Like · · ·,1530842946,
Ahmad Fahmi,Grab is using the reserved money for investment Grab is using the reserved money for investment Grab is using the reserved money for investment · Like · ·,1531473294,
Ben Ong,Funny smart alec Funny smart alec Funny smart alec · Like · ·,1531641669,
