name,comment,time,image
Ks Ks,"Its Behind Durian Man SS2, not “Behing” 😂 Its Behind Durian Man SS2, not “Behing” 😂 Its Behind Durian Man SS2, not “Behing” 😂 😂 😂 1 1  1 · Like · ·",1566362532,
Grab,Author  Alamak... Boleh silap la pulak. We appreciate you attention to details KS. We will get this corrected soon. Thank for informing us. 😆 Alamak... Boleh silap la pulak. We appreciate you attention to details KS. We will get this corrected soon. Thank for informing us. 😆 Alamak... Boleh silap la pulak. We appreciate you attention to details KS. We will get this corrected soon. Thank for informing us. 😆 😆 😆 1 1  1 · Like · ·,1566363907,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Aivlys Visaly,I was assigned a driver that is far away and stuck in jam. After 5 minutes if I cancel I get charged RM3 isnt it? If I am in a rush then book cancel x 3 your side will earn RM9 free money. Furthermore the duration keep showing 2 minutes but in actual fact I have waited 15 bloody minutes. You are no longer effective. I was assigned a driver that is far away and stuck in jam. After 5 minutes if I cancel I get charged RM3 isnt it? If I am in a rush then book cancel x 3 your side will earn RM9 free money. Furthermore the duration keep showing 2 minutes but in actual fact I have waited 15 bloody minutes. You are no longer effective. I was assigned a driver that is far away and stuck in jam. After 5 minutes if I cancel I get charged RM3 isnt it? If I am in a rush then book cancel x 3 your side will earn RM9 free money. Furthermore the duration keep showing 2 minutes but in actual fact I have waited 15 bloody minutes. You are no longer effective. · Like · ·,1566480150,
Grab,"Author  Hi Aivlys Visaly, really sorry about this incident. Could you PM us with your contact number and relevant booking ID in order for us to assist you accordingly. Thank you. Hi Aivlys Visaly, really sorry about this incident. Could you PM us with your contact number and relevant booking ID in order for us to assist you accordingly. Thank you. Hi Aivlys Visaly, really sorry about this incident. Could you PM us with your contact number and relevant booking ID in order for us to assist you accordingly. Thank you. · Like · ·",1566486478,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Muhammad Shahril,Well said Well said Well said · Like · ·,1566651857,
,,,
Johnny Gonzalez,Can I know how do I register for Gojek? Can I know how do I register for Gojek? Can I know how do I register for Gojek? 3 3   3 · Like · ·,1566437415,
Kerry Chen,"Katherine Chong this one, the behind Katherine Chong this one, the behind this one, the behind · Like · ·",1566390029,
Syarifuddin Yaacob,How to register mycar pliz teach me n another grab drver How to register mycar pliz teach me n another grab drver How to register mycar pliz teach me n another grab drver · Like · ·,1566563587,
Grab,"Author  We can certainly teach you how to register as Grab Driver. Just look for the information here: https://help.grab.com/.../115015816768-How-to-be-a-Grab.... As for MyCar, we would not know you will have to ask them. Thanks! We can certainly teach you how to register as Grab Driver. Just look for the information here: https://help.grab.com/.../115015816768-How-to-be-a-Grab.... As for MyCar, we would not know you will have to ask them. Thanks! We can certainly teach you how to register as Grab Driver. Just look for the information here: . As for MyCar, we would not know you will have to ask them. Thanks! Grab HelpCenter  1 1  1 · Like · ·",1566563909,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png https://external.fkul14-1.fna.fbcdn.net/safe_image.php?d=AQA-Ms5oOOTexk6M&w=294&h=294&url=https%3A%2F%2Fhelp.grab.com%2Fgrab.png&cfs=1&_nc_hash=AQDj9KdGMFQW498I
Arucia Khoo Teng Siang,Could u stop with the damn durians.. Could u stop with the damn durians.. Could u stop with the damn durians.. · Like · ·,1566372551,
Annie Sharma,Yukesan Muthaliar leggoo! Yukesan Muthaliar leggoo! leggoo! 1 1  1 · Like · ·,1566377696,
Haniff Hussein,Johor Bahru? Johor Bahru? Johor Bahru? · Like · ·,1566474748,
Vikneswaran Balakrishna,https://m.facebook.com/story.php?story_fbid=3545374392146794&id=100000228034474 https://m.facebook.com/story.php?story_fbid=3545374392146794&id=100000228034474 · Like · ·,1566822216,
Grab,"Author  Hi Vikneswaran, kindly be informed that we have responded to your inquiry. Kindly check ya. Thanks! Hi Vikneswaran, kindly be informed that we have responded to your inquiry. Kindly check ya. Thanks! Hi Vikneswaran, kindly be informed that we have responded to your inquiry. Kindly check ya. Thanks! · Like · ·",1566822957,/images/assets_DO_NOT_HARDCODE/facebook_icons/microphone-karaoke_filled_12_fds-spectrum-blue-gray.png
Mas Ade Mohd Yunos,How to register dascee How to register dascee How to register dascee · Like · ·,1567749846,
Detektif Conan,Durian jenama Grab.. mungkin murah. Durian jenama Grab.. mungkin murah. Durian jenama Grab.. mungkin murah. · Like · ·,1567692782,
